id,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365,description,accommodates,bedrooms,review_scores_rating
232060,Forest Garden Suite Near UCSF,Inner Sunset,Entire home/apt,262,30,125,275,"*Minimum 30-day rental Hello! Our suite has recently been refurbished with a bathroom remodel, fresh paint, new TV and many other upgrades. We've organized it to be private, secure and comfortable. We aim to create an atmosphere that is enjoyable and restful.",2,1.0,4.92
238204,Spacious Getaway Near the Ocean,Parkside,Entire home/apt,271,3,333,236,"In addition to the queen size bed, we offer a twin rollerway bed for the third guest. Public transportation is only one block away where you can take muni/bus to downtown (25min) transfer to cable car etc.",3,1.0,4.77
256176,Private entrance bd/bath by GG Park,Inner Richmond,Private room,102,2,527,334,"Private entrance room with private bathroom, fridge and microwave. One block from USF, St. Mary’s Hospital, Golden Gate Park and #5 bus line which connects you to the whole city. High speed wi-fi and HD flat screen TV with local channels. Great central location.",1,1.0,4.88
269463,Elegant Victorian Flat in Haight,Haight Ashbury,Entire home/apt,323,2,180,10,"This is an elegant victorian home WITH A LOT OF TAXIDERMY, beautiful antiques and art. A classic bit of Americana... There is also some erotic art in my bedroom. So if this offends you then my place isn't for you. Please look at ALL the photos before you book :)",2,1.0,4.79
269756,Twin Peaks Home Available for 3+ Month Stays,Twin Peaks,Private room,165,90,6,0,"Our home is located in a quiet, safe neighborhood on the western slope of Twin Peaks. The two upstairs bedrooms are available for rent, on the same floor as the shared kitchen, living & dining rooms and full bath. We reserve the downstairs bedroom and half bath for ourselves. We spend the majority of the year traveling and working from the road, so chances are that you will have the house to yourself for the majority of your stay.",3,2.0,5.0
271647,"Private Room w/ 2 Queen Beds, Steps to Ocean Beach",Outer Sunset,Private room,83,30,135,0,"Comfortable Queen Size Bed in Shared Bedroom. Across street from Ocean Beach and 5 blocks to Golden Gate Park. 3 blocks to the N line train. 1 block to the #7 bus. Our beautiful neighborhood gives you easy access to both nature and city. Nice kitchen, granite counter tops, stainless steel appliances, hardwood floors, free laundry, 45mbs internet. Our home is comfortable and convenient. Calendar is open for January, but we are open to longer term renters as well.",2,,4.54
273530,"Sunny Potrero Townhouse ""Nest""",Potrero Hill,Entire home/apt,409,4,35,0,"Two comfortable, quiet guest rooms and two private baths in well-appointed and stylish townhouse. On top of one of the famous SF Hills, in the desirable Potrero Hill neighborhood. Great views! Easy transportation & street parking.",4,2.0,4.91
274334,Clean Suite with private bath near Ocean Beach,Outer Sunset,Private room,69,3,235,133,"Your own private space on the first level of a house - clean, newly remodeled, furnished in an interesting neighborhood with lots of restaurants and easy access to downtown.",2,1.0,4.87
279184,Stay in a historic apt in the heart of the Mission,Mission,Entire home/apt,411,4,13,0,"You'll love staying in our three bedroom, two bath apartment located on the top floor of a 1902 Edwardian building. It's private and all yours. In the heart of the Mission District with murals, shops, cafes, restaurants, and bars -- all within easy walking distance. And a 5 minute walk from the 24th BART station!",7,3.0,4.85
308885,North Beach Best Location and View,Financial District,Entire home/apt,337,30,115,350,Views - Views- Views of San Francisco's downtown Skyline and unobstructed view of the Pyramid Building located in the heart of North Beach touristy neighborhood in San Francisco. My Apt is one bedroom with a king-sized pillow top bed and a full-sized sofa bed in the living room.,4,1.0,4.45
314248,Pacific Heights 3 bedroom home with garage,Pacific Heights,Entire home/apt,605,4,84,230,Pacific Heights 3 bedroom home with garage,6,3.0,4.9
314368,2BR North Beach - Perfect for Business or Leisure,North Beach,Entire home/apt,608,2,112,156,Great location - near financial district and SOMA if you're working and Pier 39/Fisherman's Wharf and Chinatown if you're traveling. Plus so many great Italian restaurants to choose from all within walking distance. Just steps from Coit Tower near the top of Telegraph Hill with some beautiful views.,5,2.0,4.94
325478,Spacious & artsy 2br Dolores Park flat,Mission,Entire home/apt,354,3,197,53,"Beautiful, contemporary sunny flat right in the heart of the vibrant Mission District and Valencia corridor. Walking distance to some of the best restaurants, bars and cafes in the city. The Castro and Dolores Park are just steps away. Birite, Tartine bakery and beautiful Mission Pool are within a one block walk. My house is located along all major 'Tech bus' routes. Enjoy easy access to BART and MUNI public transportation, only two BART stations from downtown San Francisco.",4,2.0,4.88
326650,Lovely beautiful Apt Pac Fillmore,Western Addition,Entire home/apt,287,30,32,365,Lovely beautiful Apt Pac Fillmore,2,1.0,4.7
329020,The Clock Tower Loft circa 1907.,South of Market,Entire home/apt,503,30,5,0,"Please contact me for a Special Discount. Also note that the Modern Museum, Jewish Museum and the baseball and basketball arenas are within walking distance from the loft. Three parks are also close by too. Kindly know that the min stay shall be 20 days and no more than 30 days from Sept 15th and on. I’m willing to negotiate the rate.",2,1.0,5.0
330535,Victorian Flat amongst the Trees.,Haight Ashbury,Entire home/apt,438,30,124,61,Victorian Flat amongst the Trees.,6,3.0,4.73
338849,Best area Bright LARGE Beautiful,Western Addition,Private room,142,30,3,365,walk score 100,1,1.0,5.0
348714,Elegant Queen Ann Victorian Studio,Haight Ashbury,Private room,124,3,494,326,"Private large room in an owner occupied Queen Anne Victorian home with its own full bath and separate entrance. Great for travelers, on business or visiting family members. Centrally located in the up and coming NOPA area near Alamo Square and the Haight Ashbury Neighborhood. Great for 2 people or family of 4. Restaurants, clubs and bars within walking distance. Transportation 50' feet from front door. Local and chain grocery stores within a 5 minute walk. No pets, parties or smoking allowed.",4,0.0,4.84
350479,"Sunny, garden view bedroom",Mission,Private room,106,30,68,358,Rear bedroom windows slide open to the backyard. The middle and front bedroom windows have little view. Rooms have locking keyed doors.,1,1.0,4.82
352165,In Law Suite in Castro Victorian,Castro/Upper Market,Entire home/apt,314,3,214,7,"Located in the heart of the historic Castro district, this private 2 bedroom suite has its own separate entrance.",3,2.0,4.51
353292,Mid-Century Modern Flat - Lollyway Pad,Western Addition,Private room,112,30,27,353,"Hello! We're renting out the middle room of our Victorian flat (built in 1898), located in Duboce Triangle, a few blocks from: major muni stops, 2 major grocery stores (Safeway & Whole Foods), a park, plus a heap of fantastic indie restaurants and bars.",1,1.0,5.0
371595,"Private Garden Room- Near UCSF, Sutter Heath & DT",Presidio Heights,Entire home/apt,547,30,254,118,"Enjoy one of the best neighborhoods in San Francisco with tree-lined streets, peace and quiet after a long day of sight seeing, and dozens of local restaurants within walking distance. Close to many major bus lines and away from the craziness of Union Square.",2,1.0,4.81
379349,Best location in San Francisco,Haight Ashbury,Entire home/apt,188,3,489,345,"Lovely bed and bath in an upscale neighborhood in the center of San Francisco. Private entrance with a coded lock. No kitchen but there is a small refrigerator, microwave, and coffee maker. At this time we will not accept non-vaccinated guests. We must protect our family and cleaning staff.",2,1.0,4.73
394575,Grand and Cozy 1920's SF Studio,Bernal Heights,Entire home/apt,377,2,586,318,"Come enjoy our big beautiful studio in San Francisco's charming and convenient Bernal Heights! You'll enjoy your own cozy and private lodging with a romantic gas fireplace, wood and stone floors, vintage furniture and artistic decor. You will be close to world class panoramic views of San Francisco and it's beautiful bay from Bernal Hill Park, just steps away from your front door. Two bus lines are within a block and parking is very easy!",5,0.0,4.84
410762,private room in large appartment,Inner Richmond,Private room,93,30,3,0,"the room has a private entrance, good size, large windows, walk-in closet, furniture(see picks), free TV, WiFi, close to Golden Gate Park, restaurants, coffee-shops, public transport, to share bathroom and kitchen(the guest definitely can cook but we would prefer someone who is not much into cooking)",1,,4.67
415498,Prime Location - Studio Apartment,Pacific Heights,Entire home/apt,376,30,36,239,"Centrally located near Polk and Fillmore Streets on a hill, close to the greenery of Lafayette Park, walk to the many attractions of San Francisco from this functional studio. Access is through the exterior locked gate with outside security camera and the exterior walkway leading to the studio",2,1.0,4.82
423300,"Wild Garden unit (coders' paradise, 1000 sq .ft.)",Mission,Entire home/apt,222,30,40,359,"Powered by the nearest star, taken over by wild backyard vegetation, the place is a dream destination for the writer, coder, or just anyone who yearns quietude in a spaciously modern living environment we refer to as ""A Little Bit of San Francisco."" A combo front door lock, a keyed inner door, and latched glass rear patio doors open into this very large and modernized unit to settle into. Will even help set your cell phone to remotely lock/unlock the outer, ground-level front door and more.",2,1.0,4.78
424846,San Francisco Pied-à-terre,Inner Richmond,Private room,122,2,260,297,Lovely designer living space with a private entrance for guests . Main bedroom has one queen bed. Private marble bath . Living space includes a large living room with TV and small fridge . Many wonderful restaurants and shops in the neighborhood. Location is close to transportation and both Golden Gate Park and The Presidio.,2,1.0,4.95
431862,Penthouse Studio w BBQ and Rooftop Deck!,Downtown/Civic Center,Entire home/apt,251,30,20,306,"This property is on Van Ness Ave on the 13th floor. Near City Hall, Ballet, Opera, Symphony and Hayes Valley.",2,,4.65
437385,"Tranquil Queen Suite/Private Bath, Coastal Access",Outer Richmond,Private room,113,2,347,231,"Welcome to your tranquil oasis by the sea! Located near Ocean Beach, the Coastal Trail, and Golden Gate Park, this artistically decorated home offers serenity and convenience. A true walking paradise, featuring breathtaking trails, parks, and local attractions. The kitchen is equipped for light meal prep, and the property includes many amenities, on-site laundry, and free driveway or street parking. Public transportation nearby makes exploring San Francisco simple. License number STR-0000204",2,1.0,4.92
